Row ID,Category,Element Type,Content/Text,Module,Current Heading,Book Page,PDF Page,Source Line ID,Source Span ID,Confidence,Font/Size,Author String,Year,Label,Notes
M003454,Reference Author,Reference-like Author String,Mintzberg,MODULE 6,REFERENCES,415,430,P430-L022,,0.62,TimesLTStd-Roman (2); TimesLTStd-Italic (1) / 8.0,Mintzberg,1996,,
M003455,Reference Author,Reference-like Author String,"Neilson, GL, Martin, KL & Powers",MODULE 6,REFERENCES,415,430,P430-L024,,0.62,TimesLTStd-Roman (2); TimesLTStd-Italic (1) / 8.0,"Neilson, GL, Martin, KL & Powers",2008,,
M003456,Reference Author,Reference-like Author String,Nisen,MODULE 6,REFERENCES,415,430,P430-L026,,0.62,TimesLTStd-Roman (1); TimesLTStd-Italic (1) / 8.0,Nisen,2013,,
M003457,Reference Author,Reference-like Author String,Australia,MODULE 6,REFERENCES,415,430,P430-L027,,0.62,TimesLTStd-Italic (1); TimesLTStd-Roman (1) / 8.0,Australia,2013,,
M003458,Reference Author,Reference-like Author String,Oreg,MODULE 6,REFERENCES,415,430,P430-L028,,0.62,TimesLTStd-Roman (1) / 8.0,Oreg,2019,,
M003459,Reference Author,Reference-like Author String,Pash,MODULE 6,REFERENCES,415,430,P430-L032,,0.62,TimesLTStd-Roman (2); TimesLTStd-Italic (1) / 8.0,Pash,2016,,
M003460,Reference Author,Reference-like Author String,Perrow,MODULE 6,REFERENCES,415,430,P430-L034,,0.62,TimesLTStd-Roman (2); TimesLTStd-Italic (1) / 8.0,Perrow,1986,,
M003461,Reference Author,Reference-like Author String,"Peters, TJ & Waterman",MODULE 6,REFERENCES,415,430,P430-L035,,0.62,TimesLTStd-Roman (2); TimesLTStd-Italic (1) / 8.0,"Peters, TJ & Waterman",1982,,
M003462,Reference Author,Reference-like Author String,Pfizer,MODULE 6,REFERENCES,415,430,P430-L037,,0.62,TimesLTStd-Roman (3); TimesLTStd-Italic (2) / 8.0,Pfizer,2011,,
M003463,Reference Author,Reference-like Author String,Potter,MODULE 6,REFERENCES,415,430,P430-L039,,0.62,TimesLTStd-Roman (1) / 8.0,Potter,2017,,
M003464,Reference Author,Reference-like Author String,Qantas,MODULE 6,REFERENCES,415,430,P430-L042,,0.62,TimesLTStd-Italic (2); TimesLTStd-Roman (2) / 8.0,Qantas,2013,,
M003465,Reference Author,Reference-like Author String,Reagan,MODULE 6,REFERENCES,415,430,P430-L043,,0.62,TimesLTStd-Roman (1) / 8.0,Reagan,2013,,
M003466,Reference Author,Reference-like Author String,Schaap,MODULE 6,REFERENCES,415,430,P430-L045,,0.62,TimesLTStd-Roman (1); TimesLTStd-Italic (1) / 8.0,Schaap,2012,,
M003467,Reference Author,Reference-like Author String,"Schein, EH",MODULE 6,REFERENCES,415,430,P430-L047,,0.62,TimesLTStd-Roman (2); TimesLTStd-Italic (1) / 8.0,"Schein, EH",1985,,
M003468,Reference Author,Reference-like Author String,Skaerbaek,MODULE 6,REFERENCES,415,430,P430-L048,,0.62,TimesLTStd-Roman (1); TimesLTStd-Italic (1) / 8.0,Skaerbaek,2010,,
M003469,Reference Author,Reference-like Author String,Slater,MODULE 6,REFERENCES,415,430,P430-L050,,0.62,TimesLTStd-Roman (1) / 8.0,Slater,2010,,
M003470,Reference Author,Reference-like Author String,"Sohail, MS & Al-Ghamdi, SM",MODULE 6,REFERENCES,415,430,P430-L052,,0.62,TimesLTStd-Roman (1) / 8.0,"Sohail, MS & Al-Ghamdi, SM",2012,,
M003471,Reference Author,Reference-like Author String,"Stettina, CJ",MODULE 6,REFERENCES,415,430,P430-L054,,0.62,TimesLTStd-Roman (1); TimesLTStd-Italic (1) / 8.0,"Stettina, CJ",2015,,
M003472,Reference Author,Reference-like Author String,Stouten,MODULE 6,REFERENCES,415,430,P430-L056,,0.62,TimesLTStd-Roman (1) / 8.0,Stouten,2018,,
M003473,Reference Author,Reference-like Author String,Thorne,MODULE 6,REFERENCES,415,430,P430-L058,,0.62,TimesLTStd-Roman (1); TimesLTStd-Italic (1) / 8.0,Thorne,2000,,
M003474,Reference Author,Reference-like Author String,Trkman,MODULE 6,REFERENCES,415,430,P430-L060,,0.62,TimesLTStd-Roman (1); TimesLTStd-Italic (1) / 8.0,Trkman,2010,,
M003475,Reference Author,Reference-like Author String,Vermuelen,MODULE 6,REFERENCES,415,430,P430-L062,,0.62,TimesLTStd-Roman (2); TimesLTStd-Italic (1) / 8.0,Vermuelen,2017,,
M003476,Reference Author,Reference-like Author String,Waddell,MODULE 6,REFERENCES,415,430,P430-L064,,0.62,TimesLTStd-Roman (2); TimesLTStd-Italic (1) / 8.0,Waddell,2016,,
M003477,Reference Author,Reference-like Author String,Waterman,MODULE 6,REFERENCES,415,430,P430-L066,,0.62,TimesLTStd-Roman (2); TimesLTStd-Italic (1) / 8.0,Waterman,1982,,
M003478,Reference Author,Reference-like Author String,"Watson, CM",MODULE 6,REFERENCES,415,430,P430-L067,,0.62,TimesLTStd-Roman (2); TimesLTStd-Italic (1) / 8.0,"Watson, CM",1983,,
M003479,Reference Author,Reference-like Author String,Weber,MODULE 6,REFERENCES,416,431,P431-L001,,0.62,TimesLTStd-Roman (2); TimesLTStd-Italic (1) / 8.0,Weber,2003,,
M003480,Reference Author,Reference-like Author String,"Wheelen, TL & Junger, JD",MODULE 6,REFERENCES,416,431,P431-L003,,0.62,TimesLTStd-Roman (2); TimesLTStd-Italic (1) / 8.0,"Wheelen, TL & Junger, JD",2008,,
M003481,Reference Author,Reference-like Author String,Whittle,MODULE 6,REFERENCES,416,431,P431-L004,,0.62,TimesLTStd-Roman (1); TimesLTStd-Italic (1) / 8.0,Whittle,2010,,
M003482,Reference Author,Reference-like Author String,Yohn,MODULE 6,REFERENCES,416,431,P431-L006,,0.62,TimesLTStd-Roman (2); TimesLTStd-Italic (1) / 8.0,Yohn,2017,,
M003483,Reference Author,Reference-like Author String,Zubac,MODULE 6,REFERENCES,416,431,P431-L008,,0.62,TimesLTStd-Roman (1) / 8.0,Zubac,2016,,
M003484,Reference Author,Reference-like Author String,Zwikael,MODULE 6,REFERENCES,416,431,P431-L011,,0.62,TimesLTStd-Roman (1) / 8.0,Zwikael,2011,,
M003485,Reference Author,Reference-like Author String,Zwikael,MODULE 6,REFERENCES,416,431,P431-L013,,0.62,TimesLTStd-Roman (1); TimesLTStd-Italic (1) / 8.0,Zwikael,2019,,
M003486,Reference Author,Reference-like Author String,Zwikael,MODULE 6,REFERENCES,416,431,P431-L015,,0.62,TimesLTStd-Roman (1) / 8.0,Zwikael,2019,,
M003487,Reference Author,Reference-like Author String,Zwikael,MODULE 6,REFERENCES,416,431,P431-L017,,0.62,TimesLTStd-Roman (1); TimesLTStd-Italic (1) / 8.0,Zwikael,2019a,,
M003488,Reference Author,Reference-like Author String,Zwikael,MODULE 6,REFERENCES,416,431,P431-L019,,0.62,TimesLTStd-Roman (1); TimesLTStd-Italic (1) / 8.0,Zwikael,2019b,,
M003489,Reference Author,Reference-like Author String,Zwikael,MODULE 6,REFERENCES,416,431,P431-L021,,0.62,TimesLTStd-Roman (1); TimesLTStd-Italic (1) / 8.0,Zwikael,2019c,,
M003490,Heading,Main Heading,OPTIONAL READING,MODULE 6,REFERENCES,416,431,P431-L023,,0.9,HelveticaNeueLTStd-Roman (1) / 15.0,,,,
M003491,Heading,Module Heading,MODULE 7,MODULE 7,OPTIONAL READING,,432,P432-L001,,0.96,HelveticaNeueLTStd-Roman (1) / 18.0,,,,
M003492,Heading,Main/Module Heading,STRATEGY AND,MODULE 7,MODULE 7,,432,P432-L002,,0.95,HelveticaNeueLTStd-Roman (1) / 36.0,,,,
M003493,Heading,Main/Module Heading,LEADERSHIP FOR,MODULE 7,STRATEGY AND,,432,P432-L003,,0.95,HelveticaNeueLTStd-Roman (1) / 36.0,,,,
M003494,Heading,Main/Module Heading,EMERGING BUSINESS,MODULE 7,LEADERSHIP FOR,,432,P432-L004,,0.95,HelveticaNeueLTStd-Roman (1) / 36.0,,,,
M003495,Heading,Main/Module Heading,MODELS,MODULE 7,EMERGING BUSINESS,,432,P432-L005,,0.95,HelveticaNeueLTStd-Roman (1) / 36.0,,,,
M003496,Heading,Subheading Candidate,LEARNING OBJECTIVES,MODULE 7,MODELS,,432,P432-L006,,0.68,HelveticaNeueLTStd-Hv (1) / 8.5,,,,
M003497,Heading,Subheading Candidate,"After completing this module, you should be able to:",MODULE 7,LEARNING OBJECTIVES,,432,P432-L007,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M003498,Heading,Subheading Candidate,ASSUMED KNOWLEDGE,MODULE 7,"After completing this module, you should be able to:",,432,P432-L013,,0.68,HelveticaNeueLTStd-Hv (1) / 8.5,,,,
M003499,Heading,Subheading Candidate,"It is assumed that, before commencing your study in this module, you are able to:",MODULE 7,ASSUMED KNOWLEDGE,,432,P432-L014,,0.68,HelveticaNeueLTStd-Md (1) / 8.5,,,,
M003500,Heading,Main/Module Heading,PREVIEW,MODULE 7,"It is assumed that, before commencing your study in this module, you are able to:",418,433,P433-L001,,0.95,HelveticaNeueLTStd-Roman (1) / 17.0,,,,
M003501,Heading,Module Heading,"Module 1 introduced the rational approach to strategy, in which those responsible for the strategic",MODULE 7,PREVIEW,418,433,P433-L002,,0.96,TimesLTStd-Roman (1) / 10.0,,,,
M003502,Heading,Module Heading,a strategy intended to achieve the organisation’s vision and goals. Module 1 described the strategy,MODULE 7,"Module 1 introduced the rational approach to strategy, in which those responsible for the strategic",418,433,P433-L004,,0.96,TimesLTStd-Roman (1) / 10.0,,,,
M003503,Figure,Figure Heading,FIGURE 7.1,MODULE 7,a strategy intended to achieve the organisation’s vision and goals. Module 1 described the strategy,419,434,P434-L001,,0.94,HelveticaNeueLTStd-Hv (1) / 8.0,,,FIGURE 7.1,
M003504,Heading,Module Heading,(Module 1),MODULE 7,a strategy intended to achieve the organisation’s vision and goals. Module 1 described the strategy,419,434,P434-L004,,0.96,HelveticaNeueLTStd-Bd (1) / 8.0,,,,
M003505,Heading,Module Heading,(Module 2),MODULE 7,(Module 1),419,434,P434-L020,,0.96,HelveticaNeueLTStd-Bd (1) / 8.0,,,,
M003506,Heading,Subheading Candidate,(Module 5),MODULE 7,(Module 2),419,434,P434-L014,,0.68,HelveticaNeueLTStd-Bd (1) / 8.0,,,,
M003507,Heading,Subheading Candidate,(Module 4),MODULE 7,(Module 5),419,434,P434-L026,,0.68,HelveticaNeueLTStd-Bd (1) / 8.0,,,,
M003508,Heading,Subheading Candidate,(Module 6),MODULE 7,(Module 4),419,434,P434-L017,,0.68,HelveticaNeueLTStd-Bd (1) / 8.0,,,,
M003509,Heading,Subheading Candidate,(Module 3),MODULE 7,(Module 6),419,434,P434-L023,,0.68,HelveticaNeueLTStd-Bd (1) / 8.0,,,,
M003510,Heading,Subheading Candidate,(Module 7),MODULE 7,(Module 3),419,434,P434-L006,,0.68,HelveticaNeueLTStd-Bd (1) / 8.0,,,,
M003511,Heading,Main/Module Heading,7.1 THE CHANGING BUSINESS ENVIRONMENT,MODULE 7,(Module 7),419,434,P434-L028,,0.95,HelveticaNeueLTStd-Roman (1) / 17.0,,,,
M003512,Heading,Main Heading,CHANGE DRIVERS,MODULE 7,7.1 THE CHANGING BUSINESS ENVIRONMENT,419,434,P434-L037,,0.9,HelveticaNeueLTStd-Bd (1) / 14.0,,,,
M003513,Heading,Section Heading,Technology,MODULE 7,CHANGE DRIVERS,420,435,P435-L001,,0.85,HelveticaNeueLTStd-Hv (1) / 11.0,,,,
M003514,Table,Table Heading,TABLE 7.1 Technologies with transformative potential,MODULE 7,Technology,420,435,P435-L014,,0.94,HelveticaNeueLTStd-Hv (1) / 8.0,,,TABLE 7.1,
M003515,Heading,Subheading Candidate,Technologies with transformative potential,MODULE 7,Technology,420,435,P435-L015,,0.68,HelveticaNeueLTStd-Hv (1) / 8.0,,,,
M003516,Heading,Subheading Candidate,Technology,MODULE 7,Technologies with transformative potential,420,435,P435-L016,,0.68,HelveticaNeueLTStd-Bd (1) / 8.0,,,,
M003517,Heading,Subheading Candidate,Description,MODULE 7,Technology,420,435,P435-L017,,0.68,HelveticaNeueLTStd-Bd (1) / 8.0,,,,
M003518,Citation,Author-Year,Li (2018),MODULE 7,Description,421,436,P436-L025,,0.78,TimesLTStd-Roman (1) / 10.0,Li,2018,,
M003519,Heading,Subheading Candidate,TECHNOLOGY INSIGHT 7.1,MODULE 7,Description,421,436,P436-L033,,0.68,HelveticaNeueLTStd-Hv (1) / 8.0,,,,
M003520,Heading,Section Heading,Cloud Computing,MODULE 7,TECHNOLOGY INSIGHT 7.1,421,436,P436-L034,,0.85,HelveticaNeueLTStd-Hv (1) / 11.0,,,,
M003521,Figure,Figure Heading,FIGURE 7.2,MODULE 7,Cloud Computing,422,437,P437-L001,,0.94,HelveticaNeueLTStd-Hv (1) / 8.0,,,FIGURE 7.2,
M003522,Heading,Subheading Candidate,Software as a Service,MODULE 7,Cloud Computing,422,437,P437-L020,,0.68,HelveticaNeueLTStd-Bd (1) / 8.0,,,,
M003523,Heading,Subheading Candidate,Platform as a Service,MODULE 7,Software as a Service,422,437,P437-L005,,0.68,HelveticaNeueLTStd-Bd (1) / 8.0,,,,
M003524,Heading,Subheading Candidate,Infrastructure as a Service,MODULE 7,Platform as a Service,422,437,P437-L019,,0.68,HelveticaNeueLTStd-Bd (1) / 8.0,,,,
M003525,Heading,Subheading Candidate,Smart devices,MODULE 7,Infrastructure as a Service,422,437,P437-L010,,0.68,HelveticaNeueLTStd-Bd (1) / 8.0,,,,
M003526,Heading,Subheading Candidate,Internet of Things devices,MODULE 7,Smart devices,422,437,P437-L025,,0.68,HelveticaNeueLTStd-Bd (1) / 8.0,,,,
M003527,Heading,Subheading Candidate,EXAMPLE 7.1,MODULE 7,Internet of Things devices,422,437,P437-L029,,0.68,HelveticaNeueLTStd-Hv (1) / 8.0,,,,
M003528,Heading,Section Heading,TED,MODULE 7,EXAMPLE 7.1,422,437,P437-L030,,0.85,HelveticaNeueLTStd-Hv (1) / 11.0,,,,
M003529,Heading,Subheading Candidate,QUESTION 7.1,MODULE 7,TED,423,438,P438-L042,,0.68,HelveticaNeueLTStd-Hv (1) / 8.0,,,,
M003530,Heading,Subheading Candidate,furniture and homewares direct to consumers. The business was inspired by Lim’s experience,MODULE 7,QUESTION 7.1,423,438,P438-L044,,0.68,HelveticaNeueLTStd-Bd (1) / 8.5,,,,
M003531,Heading,Subheading Candidate,"By 2018, Brosa’s online shop was supplemented by showrooms in Melbourne and Sydney. Both",MODULE 7,furniture and homewares direct to consumers. The business was inspired by Lim’s experience,423,438,P438-L049,,0.68,HelveticaNeueLTStd-Bd (1) / 8.5,,,,
M003532,Heading,Subheading Candidate,swatches and samples to test colours and textures at home. Brosa Studio supports customers,MODULE 7,"By 2018, Brosa’s online shop was supplemented by showrooms in Melbourne and Sydney. Both",424,439,P439-L003,,0.68,HelveticaNeueLTStd-Bd (1) / 8.5,,,,
M003533,Heading,Subheading Candidate,"Categorise Brosa’s business model as automation, transformation or extension. Use the case",MODULE 7,swatches and samples to test colours and textures at home. Brosa Studio supports customers,424,439,P439-L011,,0.68,HelveticaNeueLTStd-Bd (1) / 8.5,,,,
M003534,Heading,Section Heading,Sustainability,MODULE 7,"Categorise Brosa’s business model as automation, transformation or extension. Use the case",424,439,P439-L016,,0.85,HelveticaNeueLTStd-Hv (1) / 11.0,,,,
M003535,Citation,Author-Year,Gaziulusory and Twomey (2014),MODULE 7,Sustainability,424,439,P439-L028,,0.78,TimesLTStd-Roman (1) / 10.0,Gaziulusory and Twomey,2014,,
M003536,Heading,Subheading Candidate,EXAMPLE 7.2,MODULE 7,Sustainability,424,439,P439-L041,,0.68,HelveticaNeueLTStd-Hv (1) / 8.0,,,,
M003537,Heading,Section Heading,H&M Sustainability Strategy Needs Revision,MODULE 7,EXAMPLE 7.2,424,439,P439-L042,,0.85,HelveticaNeueLTStd-Hv (1) / 11.0,,,,
M003538,Heading,Subheading Candidate,QUESTION 7.2,MODULE 7,H&M Sustainability Strategy Needs Revision,425,440,P440-L021,,0.68,HelveticaNeueLTStd-Hv (1) / 8.0,,,,
M003539,Heading,Section Heading,2006 baseline levels.,MODULE 7,QUESTION 7.2,425,440,P440-L026,,0.9,HelveticaNeueLTStd-Bd (1) / 8.5,,,,
M003540,Heading,Subheading Candidate,Orsted’s transformation has likewise helped the country make progress towards its climate,MODULE 7,2006 baseline levels.,425,440,P440-L027,,0.68,HelveticaNeueLTStd-Bd (1) / 8.5,,,,
M003541,Heading,Subheading Candidate,change commitments under the Paris Agreement. Orsted is majority-owned by the Danish gov-,MODULE 7,Orsted’s transformation has likewise helped the country make progress towards its climate,425,440,P440-L028,,0.68,HelveticaNeueLTStd-Bd (1) / 8.5,,,,
M003542,Heading,Subheading Candidate,achieve this included:,MODULE 7,change commitments under the Paris Agreement. Orsted is majority-owned by the Danish gov-,425,440,P440-L037,,0.68,HelveticaNeueLTStd-Bd (1) / 8.5,,,,
M003543,Heading,Section Heading,Emerging National Markets,MODULE 7,achieve this included:,426,441,P441-L001,,0.85,HelveticaNeueLTStd-Hv (1) / 11.0,,,,
M003544,Heading,Main Heading,BUSINESS ECOSYSTEMS,MODULE 7,Emerging National Markets,426,441,P441-L017,,0.9,HelveticaNeueLTStd-Bd (1) / 14.0,,,,
M003545,Citation,Parenthetical,"(Aarikka-Stenroos & Ritala, 2017)",MODULE 7,BUSINESS ECOSYSTEMS,426,441,P441-L023,,0.78,TimesLTStd-Roman (1) / 10.0,Aarikka-Stenroos & Ritala,2017,,
M003546,Heading,Main Heading,HYPERCOMPETITION,MODULE 7,BUSINESS ECOSYSTEMS,426,441,P441-L039,,0.9,HelveticaNeueLTStd-Bd (1) / 14.0,,,,
M003547,Citation,Author-Year,Zenger (2015),MODULE 7,HYPERCOMPETITION,426,441,P441-L045,,0.78,TimesLTStd-Roman (1) / 10.0,Zenger,2015,,
M003548,Heading,Subheading Candidate,KEY POINTS,MODULE 7,HYPERCOMPETITION,427,442,P442-L001,,0.68,HelveticaNeueLTStd-Hv (1) / 8.0,,,,
M003549,Heading,Subheading Candidate,"7.1Select the concepts, processes and frameworks to develop and implement strategy for",MODULE 7,KEY POINTS,427,442,P442-L002,,0.68,HelveticaNeueLTStd-Hv (1); HelveticaNeueLTStd-Bd (1) / 8.5,,,,
M003550,Heading,Main/Module Heading,7.2 BUSINESS MODELS AND STRATEGY,MODULE 7,"7.1Select the concepts, processes and frameworks to develop and implement strategy for",427,442,P442-L021,,0.95,HelveticaNeueLTStd-Roman (1) / 17.0,,,,
M003551,Heading,Main Heading,BUSINESS MODEL INNOVATION,MODULE 7,7.2 BUSINESS MODELS AND STRATEGY,427,442,P442-L032,,0.9,HelveticaNeueLTStd-Bd (1) / 14.0,,,,
M003552,Heading,Main Heading,BUSINESS MODEL CANVAS,MODULE 7,BUSINESS MODEL INNOVATION,428,443,P443-L004,,0.9,HelveticaNeueLTStd-Bd (1) / 14.0,,,,
M003553,Heading,Module Heading,"models and alternative ways to configure them. As described in module 1, abusiness model canvasis",MODULE 7,BUSINESS MODEL CANVAS,428,443,P443-L006,,0.96,TimesLTStd-Roman (2); TimesLTStd-Bold (1) / 10.0,,,,
M003554,Figure,Figure Heading,FIGURE 7.3 CUSTOMER,MODULE 7,"models and alternative ways to configure them. As described in module 1, abusiness model canvasis",428,443,P443-L013,,0.94,HelveticaNeueLTStd-Hv (1) / 8.0,,,FIGURE 7.3,
M003555,Heading,Subheading Candidate,CUSTOMER,MODULE 7,"models and alternative ways to configure them. As described in module 1, abusiness model canvasis",428,443,P443-L020,,0.68,HelveticaNeueLTStd-Bd (1) / 8.0,,,,
M003556,Heading,Subheading Candidate,CUSTOMER,MODULE 7,CUSTOMER,428,443,P443-L098,,0.68,HelveticaNeueLTStd-Bd (1) / 8.0,,,,
M003557,Heading,Subheading Candidate,KEY PARTNERS,MODULE 7,CUSTOMER,428,443,P443-L015,,0.68,HelveticaNeueLTStd-Bd (1) / 8.0,,,,
M003558,Heading,Subheading Candidate,KEY ACTIVITIES,MODULE 7,KEY PARTNERS,428,443,P443-L096,,0.68,HelveticaNeueLTStd-Bd (1) / 8.0,,,,
M003559,Heading,Subheading Candidate,VALUE PROPOSITIONS,MODULE 7,KEY ACTIVITIES,428,443,P443-L097,,0.68,HelveticaNeueLTStd-Bd (1) / 8.0,,,,
M003560,Heading,Subheading Candidate,SEGMENTS,MODULE 7,VALUE PROPOSITIONS,428,443,P443-L021,,0.68,HelveticaNeueLTStd-Bd (1) / 8.0,,,,
M003561,Heading,Subheading Candidate,RELATIONSHIP,MODULE 7,SEGMENTS,428,443,P443-L099,,0.68,HelveticaNeueLTStd-Bd (1) / 8.0,,,,
M003562,Heading,Subheading Candidate,CHANNELS,MODULE 7,RELATIONSHIP,428,443,P443-L018,,0.68,HelveticaNeueLTStd-Bd (1) / 8.0,,,,
M003563,Heading,Subheading Candidate,KEY RESOURCES,MODULE 7,CHANNELS,428,443,P443-L019,,0.68,HelveticaNeueLTStd-Bd (1) / 8.0,,,,
M003564,Heading,Subheading Candidate,COST STRUCTURE,MODULE 7,KEY RESOURCES,428,443,P443-L016,,0.68,HelveticaNeueLTStd-Bd (1) / 8.0,,,,
M003565,Heading,Subheading Candidate,REVENUE STREAMS,MODULE 7,COST STRUCTURE,428,443,P443-L017,,0.68,HelveticaNeueLTStd-Bd (1) / 8.0,,,,
M003566,Figure,Figure Heading,FIGURE 7.4 Customer,MODULE 7,REVENUE STREAMS,429,444,P444-L001,,0.94,HelveticaNeueLTStd-Hv (1) / 8.0,,,FIGURE 7.4,
M003567,Heading,Subheading Candidate,Activities,MODULE 7,REVENUE STREAMS,429,444,P444-L011,,0.68,HelveticaNeueLTStd-Bd (1) / 8.0,,,,
M003568,Heading,Subheading Candidate,Segments,MODULE 7,Activities,429,444,P444-L008,,0.68,HelveticaNeueLTStd-Bd (1) / 8.0,,,,
M003569,Heading,Subheading Candidate,Value,MODULE 7,Segments,429,444,P444-L009,,0.68,HelveticaNeueLTStd-Bd (1) / 8.0,,,,
M003570,Heading,Subheading Candidate,Partners,MODULE 7,Value,429,444,P444-L013,,0.68,HelveticaNeueLTStd-Bd (1) / 8.0,,,,
M003571,Heading,Subheading Candidate,Relationships,MODULE 7,Partners,429,444,P444-L015,,0.68,HelveticaNeueLTStd-Bd (1) / 8.0,,,,
M003572,Heading,Subheading Candidate,proposition,MODULE 7,Relationships,429,444,P444-L010,,0.68,HelveticaNeueLTStd-Bd (1) / 8.0,,,,
M003573,Heading,Subheading Candidate,Resources,MODULE 7,proposition,429,444,P444-L012,,0.68,HelveticaNeueLTStd-Bd (1) / 8.0,,,,
M003574,Heading,Subheading Candidate,Channels,MODULE 7,Resources,429,444,P444-L014,,0.68,HelveticaNeueLTStd-Bd (1) / 8.0,,,,
M003575,Heading,Subheading Candidate,Costs,MODULE 7,Channels,429,444,P444-L006,,0.68,HelveticaNeueLTStd-Bd (1) / 8.0,,,,
M003576,Heading,Subheading Candidate,Profit,MODULE 7,Costs,429,444,P444-L016,,0.68,HelveticaNeueLTStd-Bd (1) / 8.0,,,,
M003577,Heading,Subheading Candidate,Revenues,MODULE 7,Profit,429,444,P444-L007,,0.68,HelveticaNeueLTStd-Bd (1) / 8.0,,,,
M003578,Heading,Subheading Candidate,EXAMPLE 7.3,MODULE 7,Revenues,429,444,P444-L021,,0.68,HelveticaNeueLTStd-Hv (1) / 8.0,,,,
M003579,Heading,Section Heading,Business Model Canvas for an Online Retailer,MODULE 7,EXAMPLE 7.3,429,444,P444-L022,,0.85,HelveticaNeueLTStd-Hv (1) / 11.0,,,,
M003580,Figure,Figure Heading,FIGURE 7.5 VALUE,MODULE 7,Business Model Canvas for an Online Retailer,430,445,P445-L015,,0.94,HelveticaNeueLTStd-Hv (1) / 8.0,,,FIGURE 7.5,
